id,publicId,title,description,date,link,videoTypeId
552422,475470-1,Joe Biden Remarks in Michigan on Manufacturing Plans,"2020 Democratic presidential nominee Joe Biden unveiled plans for manufacturing at a campaign event in Warren, Michigan. He began his remarks by reacting to a <i>Washington Post</i> report that President Trump downplayed the coronavirus pandemic threat.",2020-09-09,https://www.c-span.org/video/?475470-1/joe-biden-remarks-michigan-manufacturing-plans,Speech
552539,475540-1,Senator Kamala Harris Roundtable with Black Leaders in Miami,"2020 vice presidential nominee Senator Kamala Harris (D-CA), Representative Frederica Wilson (D-FL), and other African American leaders took part in a roundtable discussion held in Miami.",2020-09-10,https://www.c-span.org/video/?475540-1/senator-kamala-harris-roundtable-black-leaders-miami,Speech
552889,475755-1,Joe Biden Remarks on Climate Change and the California Wildfires,"2020 Democratic presidential nominee Joe Biden delivered remarks on the grounds of the Delaware Museum of Natural History in Wilmington on climate change and a series of catastrophic wildfires affecting the West Coast. During his remarks, Mr. Biden advocated for a number of changes in federal policy surrounding climate change, including stricter environmental controls, a boost in federal resources for states affected by climate change, and a greater focus on mitigating climate-related impacts on citizens. He also called on President Trump to change his approach to climate-related policies. Biden did not take any questions from reporters.",2020-09-14,https://www.c-span.org/video/?475755-1/joe-biden-remarks-climate-change-california-wildfires,Speech
552919,475783-1,Joe Biden Remarks to Poor People's Campaign,"2020 Democratic presidential nominee Joe Biden delivered remarks to the &ldquo;Moral Monday Mass Assembly&rdquo; virtual event held by the Poor People&rsquo;s Campaign. During his remarks, Mr. Biden talked about parts of his policy platform with implications for the poor, and about his own experience with poverty as a child.",2020-09-14,https://www.c-span.org/video/?475783-1/joe-biden-remarks-poor-peoples-campaign,Speech
552914,475778-1,"Joe Biden Remarks at Hispanic Heritage Month Event in Kissimmee, Florida","Former Vice President Joe Biden, the 2020 Democratic presidential nominee, spoke at a Hispanic Heritage Month event in Kissimmee. He was introduced by two Latino politicians from the region, which includes a number of large resorts suffering from the large decrease in leisure travel due to the coronavirus pandemic. Actor Eva Longoria and singers Ricky Martin and Luis Fonsi also spoke. During his own remarks, Mr. Biden talked about aspects of his domestic agenda that were of particular interest to the Latino community, and voiced his support for Puerto Rican statehood.",2020-09-15,https://www.c-span.org/video/?475778-1/joe-biden-remarks-hispanic-heritage-month-event-kissimmee-florida,Speech
553073,475890-1,Joe Biden Remarks on COVID-19 Vaccine Development,"Democratic presidential nominee Joe Biden, while speaking in Wilmington, Delaware, said health experts were warning of a coronavirus spike in November. He also said he trusts vaccines but doesn&rsquo;t trust President Trump. Mr. Biden took questions from reporters. Later in the day, President Trump delivered a news conference and discussed the timeline for a COVID-19 vaccine.",2020-09-16,https://www.c-span.org/video/?475890-1/joe-biden-remarks-covid-19-vaccine-development,Speech
552831,475728-1,"Joe Biden Campaign Remarks in Duluth, Minnesota","Former Vice President Joe Biden, the 2020 Democratic presidential nominee, spoke at a campaign trip to Duluth, Minnesota. He was introduced by Minnesota&rsquo;s two Democratic U.S. senators, Tina Smith and Amy Klobuchar, both of whom had endorsed Mr. Biden&rsquo;s presidential bid, as well as the executive director of a training program for carpenters in northern Minnesota. During his remarks, Mr. Biden talked about his desire to boost the strength of unions and job training programs, as well as his plan to build back parts of the economy hurt by the response to the ongoing coronavirus pandemic. The visit to Duluth came on the first day of mail-in balloting for Minnesotans voting in the 2020 election.",2020-09-18,https://www.c-span.org/video/?475728-1/joe-biden-campaign-remarks-duluth-minnesota,Speech
553330,476046-1,Joe Biden Remarks on Replacing Justice Ginsburg,"2020 Democratic presidential nominee Joe Biden delivered remarks on the next steps in replacing Supreme Court Justice Ruth Bader Ginsburg, whose death was announced two days prior. Speaking from Philadelphia&rsquo;s National Constitution Center, Mr. Biden said President Trump should hold off naming a nominee to the nation&rsquo;s highest court until the results of the 2020 election are known. He called on U.S. senators including Judiciary Committee Chair Lindsey Graham (R-SC) to make a &ldquo;moral&rdquo; choice to hold off on any confirmation activities until after the election as well. Mr. Biden did not speak to reporters following his remarks.",2020-09-20,https://www.c-span.org/video/?476046-1/joe-biden-remarks-replacing-justice-ginsburg,Speech
553332,476047-1,Joe Biden Campaign Remarks in Wisconsin,"Former Vice President Joe Biden, the 2020 Democratic presidential nominee, spoke at a campaign event at a metal casting facility in Manitowoc. He talked about the number of COVID-19 deaths in the U.S. surpassing 200,000 and his economic plan.",2020-09-21,https://www.c-span.org/video/?476047-1/joe-biden-campaign-remarks-wisconsin,Speech
553371,476077-1,Kamala Harris Campaigns in Detroit,2020 vice presidential candidate Senator Kamala Harris (D-CA) spoke at a voter mobilization event in Detroit.,2020-09-22,https://www.c-span.org/video/?476077-1/kamala-harris-campaigns-detroit,Speech
553379,476085-1,"Joe Biden Campaigns in Charlotte, North Carolina","2020 Democratic presidential nominee Joe Biden spoke at the Black Economic Summit in Charlotte, North Carolina. The former vice president answered questions from the audience on matters such as housing, black owned businesses, and funding for historically black colleges and universities.",2020-09-23,https://www.c-span.org/video/?476085-1/joe-biden-campaigns-charlotte-north-carolina,Speech
553676,476255-1,Joe Biden Remarks to U.S. Conference of Mayors,"2020 Democratic presidential nominee Joe Biden spoke at the 2020 fall leadership meeting of the U.S. Conference of Mayors. He talked about the importance of local government, the need to address systemic racism, building trust and accountability between communities and law enforcement, and the federal government&rsquo;s response to the coronavirus pandemic. Speaking about unifying the country, the former vice president said, &ldquo;if I&rsquo;m elected president, I&rsquo;m not going to be a Democratic president, I&rsquo;m going to be an American president.&rdquo;",2020-09-26,https://www.c-span.org/video/?476255-1/joe-biden-remarks-us-conference-mayors,Speech
553775,476319-1,Joe Biden Remarks on President Trump's Supreme Court Nomination,"2020 Democratic presidential nominee Joe Biden delivered brief remarks in Wilmington, Deleware, on President Trump&rsquo;s nomination of Amy Coney Barrett to the Supreme Court. Speaking from a live music venue in Delaware&rsquo;s largest city, Mr. Biden said it was unfair of President Trump to move forward with Judge Barrett&rsquo;s nomination at a time when early and absentee voting for the 2020 election was already underway in many states. He called on the Senate to wait to move forward with any confirmation activities until after Election Day. Following his remarks, Mr. Biden answered a few questions from reporters.",2020-09-27,https://www.c-span.org/video/?476319-1/joe-biden-remarks-president-trumps-supreme-court-nomination,Speech
553748,476306-1,Senator Kamala Harris Remarks on the Supreme Court,"Senator Kamala Harris (D-CA), the 2020 Democratic vice presidential nominee, spoke in Raleigh, North Carolina, on the importance of the Supreme Court.",2020-09-28,https://www.c-span.org/video/?476306-1/senator-kamala-harris-remarks-supreme-court,Speech
553782,476321-1,President Trump and Joe Biden Speak at 2020 Al Smith Dinner,"President Trump and his 2020 Democratic challenger Joe Biden delivered virtual remarks at the annual Alfred E. Smith Memorial Foundation Dinner, which benefits charities of the Roman Catholic Archdiocese of New York.",2020-10-01,https://www.c-span.org/video/?476321-1/president-trump-joe-biden-speak-2020-al-smith-dinner,Speech
554092,476523-1,"Joe Biden Campaign Remarks in Grand Rapids, Michigan","2020 Democratic presidential nominee Joe Biden delivered remarks at a voter mobilization event in Grand Rapids, Michigan. Before laying out parts of his economic plan, he addressed the news of President Trump&rsquo;s positive COVID-19 test. Mr. Biden did not take any questions from reporters.",2020-10-02,https://www.c-span.org/video/?476523-1/joe-biden-campaign-remarks-grand-rapids-michigan,Speech
554093,476524-1,Senator Kamala Harris Campaign Remarks in Las Vegas,"Senator Kamala Harris (D-CA), the 2020 vice presidential nominee, campaigned at a drive-in voter mobilization event in Las Vegas.",2020-10-02,https://www.c-span.org/video/?476524-1/senator-kamala-harris-campaign-remarks-las-vegas,Speech
554230,476606-1,Joe and Jill Biden Remarks in Miami,2020 Democratic presidential nominee Joe Biden and Jill Biden spoke at a campaign event in Miami&rsquo;s Little Havana neighborhood.,2020-10-05,https://www.c-span.org/video/?476606-1/joe-jill-biden-remarks-miami,Speech
554311,476667-1,"Joe Biden Remarks in Gettysburg, Pennsylvania","2020 Democratic presidential nominee Joe Biden delivered remarks at a campaign event in Gettysburg, Pennsylvania. There were no questions from reporters.",2020-10-06,https://www.c-span.org/video/?476667-1/joe-biden-remarks-gettysburg-pennsylvania,Speech
554434,476759-1,Joe Biden and Senator Harris Campaign in Arizona,2020 Democratic presidential nominee Joe Biden and running mate Senator Kamala Harris (D-CA) campaigned in Arizona the day after the vice presidential debate.,2020-10-08,https://www.c-span.org/video/?476759-1/joe-biden-senator-harris-campaign-arizona,Speech
554422,476748-1,Joe Biden Campaign Event in Las Vegas,"2020 Democratic presidential nominee Joe Biden spoke at a campaign event in Las Vegas, Nevada.",2020-10-09,https://www.c-span.org/video/?476748-1/joe-biden-campaign-event-las-vegas,Speech
554589,476864-1,"Joe Biden Campaigns in Erie, Pennsylvania","2020 Democratic presidential nominee Joe Biden spoke at a campaign event in Erie, Pennsylvania. He talked about the economy, the importance of unions, the middle class, health care, and the federal government&rsquo;s response to the coronavirus pandemic.",2020-10-10,https://www.c-span.org/video/?476864-1/joe-biden-campaigns-erie-pennsylvania,Speech
554620,476873-1,Joe Biden Delivers Remarks in Toledo on the Economy,"2020 Democratic presidential nominee Joe Biden delivered remarks in Toledo, Ohio. During the speech, Mr. Biden discussed the president&rsquo;s handling of both the coronavirus pandemic and the impact it has had on the economy. He also talked about President Trump&rsquo;s own COVID-19 diagnosis, saying, &ldquo;his reckless personal conduct since his diagnosis has been unconscionable.&rdquo;",2020-10-12,https://www.c-span.org/video/?476873-1/joe-biden-delivers-remarks-toledo-economy,Speech
554621,476874-1,Joe Biden Attends Cincinnati Voter Mobilization Event,2020 Democratic presidential nominee Joe Biden attended a voter mobilization event in Cincinnati.,2020-10-12,https://www.c-span.org/video/?476874-1/joe-biden-attends-cincinnati-voter-mobilization-event,Speech
554638,476884-1,Joe Biden Remarks on Senior Citizen Policy in Florida,"2020 Democratic presidential nominee Joe Biden delivered remarks in Pembroke Pines, Florida, on his campaign&rsquo;s policy proposals affecting senior citizens.",2020-10-13,https://www.c-span.org/video/?476884-1/joe-biden-remarks-senior-citizen-policy-florida,Speech
554750,476966-1,Joe Biden Remarks to Muslim Advocates Virtual Event,"2020 Democratic presidential nominee Joe Biden spoke at a virtual event hosted by the group Muslim Advocates. In his brief address taped from his home in Wilmington, Deleware, Mr. Biden vowed to combat anti-Muslim rhetoric and include Muslim Americans in his administration if elected president.",2020-10-14,https://www.c-span.org/video/?476966-1/joe-biden-remarks-muslim-advocates-virtual-event,Speech
554889,477057-1,Joe Biden Remarks in Michigan on Health Care,"2020 Democratic presidential nominee Joe Biden delivered remarks on health care and the economy at a campaign event in Southfield, Michigan, a suburb of Detroit.",2020-10-16,https://www.c-span.org/video/?477057-1/joe-biden-remarks-michigan-health-care,Speech
554891,477058-1,Joe Biden Speaks at Voter Mobilization Event in Detroit,"Former Vice President Joe Biden, the 2020 Democratic presidential nominee, spoke at a &ldquo;get-out-the-vote&rdquo; event in Detroit.",2020-10-16,https://www.c-span.org/video/?477058-1/joe-biden-speaks-voter-mobilization-event-detroit,Speech
554968,477106-1,"Joe Biden Campaign Event in Durham, North Carolina","2020 Democratic presidential nominee Joe Biden delivered remarks at a voter mobilization event in Durham, North Carolina.",2020-10-18,https://www.c-span.org/video/?477106-1/joe-biden-campaign-event-durham-north-carolina,Speech
555007,477126-1,"Senator Kamala Harris Speaks at Biden Campaign Event in Jacksonville, Florida","Senator Kamala Harris (D-CA), the 2020 Democratic vice presidential nominee, spoke at a Jacksonville, Florida, voter mobilization event. It was the state&rsquo;s first day of in-person voting.",2020-10-19,https://www.c-span.org/video/?477126-1/senator-kamala-harris-speaks-biden-campaign-event-jacksonville-florida,Speech
555137,477196-1,"Senator Kamala Harris Campaigns in Asheville, North Carolina","2020 vice presidential candidate Senator Kamala Harris (D-CA) delivered remarks at an early voter mobilization event in Asheville, North Carolina.",2020-10-21,https://www.c-span.org/video/?477196-1/senator-kamala-harris-campaigns-asheville-north-carolina,Speech
555275,477287-1,Joe Biden Remarks on the Pandemic Response,"2020 Democratic presidential nominee Joe Biden delivered remarks in Wilmington, Delaware, on the coronavirus pandemic and his campaign&rsquo;s plan to combat the virus.",2020-10-23,https://www.c-span.org/video/?477287-1/joe-biden-remarks-pandemic-response,Speech
555303,477306-1,Senator Kamala Harris Campaigns in Atlanta,2020 vice presidential nominee Senator Kamala Harris (D-CA) campaigned at an early voting mobilization event in Atlanta.,2020-10-23,https://www.c-span.org/video/?477306-1/senator-kamala-harris-campaigns-atlanta,Speech
555360,477336-1,"Joe and Jill Biden Campaign in Luzerne County, Pennsylvania","2020 Democratic presidential candidate Joe Biden and his wife Jill campaigned in Luzerne County, PA, near the former vice president&rsquo;s hometown of Scranton.",2020-10-24,https://www.c-span.org/video/?477336-1/joe-jill-biden-campaign-luzerne-county-pennsylvania,Speech
555395,477350-1,Senator Kamala Harris Speaks at Drive-In Church Service Near Detroit,"2020 vice presidential nominee Senator Kamala Harris (D-CA) delivered remarks at the Triumph Church in Southfield, Michigan, which was filming its weekly Sunday service from inside the church and projecting it outside for parishioners to see in a drive-in setting. Senator Harris talked about the struggles of Americans through the coronavirus pandemic, and said she believes the U.S. could emerge from the situation stronger with the right leadership. Her visit to the church was part of a four-stop swing through the Detroit-area with just more than a week left before Election Day. She and her 2020 Democratic presidential nominee Joe Biden were seeking to shore up support at the polls from voters in Michigan, which supported President Trump in the 2016 election by a margin of just more than 10,000 votes.",2020-10-25,https://www.c-span.org/video/?477350-1/senator-kamala-harris-speaks-drive-church-service-detroit,Speech
555508,477400-1,"Joe Biden Campaign Event in Chester, Pennsylvania","2020 Democratic presidential nominee Joe Biden made an unannounced campaign stop to an early polling location in Chester, Pennsylvania, a suburb southeast of Philadelphia. He was greeted there by Representative Mary Gay Scanlon (D-PA), and he talked to a group of volunteers supporting his campaign at the early polling location. Afterward, he delivered brief remarks, most of them focused on the Trump administration&rsquo;s response to the ongoing coronavirus pandemic. He said White House Chief of Staff Mark Meadow&rsquo;s recent comments on the virus amounted to President Trump giving up on fighting the pandemic that had already claimed more than 220,000 lives in the U.S and more than 1 million worldwide.",2020-10-26,https://www.c-span.org/video/?477400-1/joe-biden-campaign-event-chester-pennsylvania,Speech
555528,477413-1,"Joe Biden Remarks in Warm Springs, Georgia","2020 Democratic presidential nominee Joe Biden delivered remarks at a campaign event in Warm Springs, Georgia--home of Franklin Delano Roosevelt&rsquo;s ""Little White House""--on unity among the American people.",2020-10-27,https://www.c-span.org/video/?477413-1/joe-biden-remarks-warm-springs-georgia,Speech
555529,477414-1,"Senator Kamala Harris Campaigns in Reno, Nevada","2020 vice presidential candidate Senator Kamala Harris (D-CA) campaigned in Reno, Nevada, one week before Election Day.",2020-10-27,https://www.c-span.org/video/?477414-1/senator-kamala-harris-campaigns-reno-nevada,Speech
555612,477473-1,"Senator Kamala Harris Speaks at Biden Campaign Event in Tucson, Arizona","2020 vice presidential nominee Senator Kamala Harris (D-CA) spoke at a campaign event in Tucson, Arizona.",2020-10-28,https://www.c-span.org/video/?477473-1/senator-kamala-harris-speaks-biden-campaign-event-tucson-arizona,Speech
555624,477479-1,Joe Biden Remarks on the Coronavirus Pandemic,"After meeting with his public health advisory team, 2020 Democratic presidential nominee Joe Biden delivered remarks on the increasing spread of the coronavirus pandemic throughout the U.S.",2020-10-28,https://www.c-span.org/video/?477479-1/joe-biden-remarks-coronavirus-pandemic,Speech
555613,477474-1,"Senator Harris Biden Campaign Event in Phoenix, Arizona","Senator Kamala Harris (D-CA), the 2020 Democratic vice presidential nominee, spoke at a Biden campaign event in Phoenix, Arizona.",2020-10-28,https://www.c-span.org/video/?477474-1/senator-harris-biden-campaign-event-phoenix-arizona,Speech
555668,477508-1,Senators Harris and Bernie Sanders at Virtual Rally for Joe Biden,"2020 vice presidential nominee Senator Kamala Harris (D-CA) spoke at a virtual town hall discussion hosted by Senator Bernie Sanders (I-VT). They discussed the campaign&rsquo;s support for a nationwide minimum wage of at least $15 per hour, as well as their economic plan, which includes health care expansion, erasing college debt, and investment in the country&rsquo;s infrastructure. Also participating in the conversation were union members, home and health care workers, and advocates for a &ldquo;living wage.&rdquo;",2020-10-29,https://www.c-span.org/video/?477508-1/senators-harris-bernie-sanders-virtual-rally-joe-biden,Speech
555657,477499-1,Joe Biden Drive-In Campaign Rally in Tampa,"2020 Democratic presidential nominee Joe Biden delivered remarks at a &ldquo;drive-in&rdquo; campaign rally in Tampa. The former vice president criticized President Trump&rsquo;s response to the coronavirus pandemic, his handling of the economy, and Republican efforts to dismantle the Affordable Care Act. Due to inclement weather, Vice President Biden had to cut his remarks short.",2020-10-29,https://www.c-span.org/video/?477499-1/joe-biden-drive-campaign-rally-tampa,Speech
555736,477547-1,"Senator Kamala Harris Speaks at Biden Campaign Event in Fort Worth, Texas","Senator Kamala Harris (D-CA), the 2020 Democratic vice presidential nominee, spoke at a Biden campaign event in Fort Worth, Texas.",2020-10-30,https://www.c-span.org/video/?477547-1/senator-kamala-harris-speaks-biden-campaign-event-fort-worth-texas,Speech
555735,477546-1,"Senator Kamala Harris Speaks at Biden Campaign Event in McAllen, Texas","2020 Democratic vice presidential nominee Senator Kamala Harris (D-CA) made remarks in McAllen, Texas, on the last day of early voting in the Lone Star State.",2020-10-30,https://www.c-span.org/video/?477546-1/senator-kamala-harris-speaks-biden-campaign-event-mcallen-texas,Speech
555737,477548-1,"Senator Kamala Harris Campaigns in Houston, Texas",2020 vice presidential nominee Senator Kamala Harris (D-CA) spoke at a Biden campaign event in Houston.,2020-10-30,https://www.c-span.org/video/?477548-1/senator-kamala-harris-campaigns-houston-texas,Speech
555716,477539-1,"Joe Biden Campaign Event in St. Paul, Minnesota","2020 Democratic presidential nominee Joe Biden campaigned at a drive-in rally in St. Paul, Minnesota, with less than a week left until Election Day.",2020-10-30,https://www.c-span.org/video/?477539-1/joe-biden-campaign-event-st-paul-minnesota,Speech
555764,477558-1,"Joe Biden and Former President Obama Campaign in Flint, Michigan","Former Vice President Joe Biden, the 2020 Democratic presidential nominee, and former President Barack Obama spoke at a drive-in campaign rally in Flint, Michigan, three days before Election Day. Mr. Obama criticized President Trump&rsquo;s handling of the coronavirus pandemic, later mocking him for his &ldquo;obsession with crowd size,&rdquo; and asking, &ldquo;did no one come to his birthday party as a kid?&rdquo; Vice President Biden laid out his plan to combat the coronavirus pandemic, as well as how he would address economic inequality, expand on health care, and invest in the country&rsquo;s infrastructure in order to create new jobs.",2020-10-31,https://www.c-span.org/video/?477558-1/joe-biden-president-obama-campaign-flint-michigan,Speech
555822,477610-1,Senator Kamala Harris Campaigns in Miami,"Senator Kamala Harris (D-CA), the 2020 Democratic vice presidential nominee, addressed supporters at a campaign rally in Miami-Dade County, Florida.",2020-10-31,https://www.c-span.org/video/?477610-1/senator-kamala-harris-campaigns-miami,Speech
555821,477609-1,"Senator Kamala Harris Campaigns in Broward County, Florida","Senator Kamala Harris (D-CA), the 2020 Democratic vice presidential nominee, spoke to campaign supporters in Broward County, Florida.",2020-10-31,https://www.c-span.org/video/?477609-1/senator-kamala-harris-campaigns-broward-county-florida,Speech
555820,477608-1,"Senator Kamala Harris Speaks at Biden Campaign Event in Lake Worth, Florida","2020 vice presidential nominee Senator Kamala Harris (D-CA) campaigned in Lake Worth, Florida. She spoke about the Trump administration&rsquo;s handling of the coronavirus pandemic, the economy, and racial justice. Senator Harris also discussed what to expect from a Biden administration.",2020-10-31,https://www.c-span.org/video/?477608-1/senator-kamala-harris-speaks-biden-campaign-event-lake-worth-florida,Speech
555891,477671-1,"Joe Biden at Philadelphia ""Souls to the Polls"" Event","Former Vice President Joe Biden, the 2020 Democratic presidential nominee, spoke at a &ldquo;Souls to the Polls&rdquo; campaign rally in Philadelphia two days before election day. He emphasized the importance of voting, citing President Trump&rsquo;s win in Pennsylvania by 44,000 votes four years ago. He called the impact the coronavirus on African Americans a &ldquo;mass casualty event in the black community.&rdquo; He also discussed his plans to recover the economy and address systemic racism.",2020-11-01,https://www.c-span.org/video/?477671-1/joe-biden-philadelphia-souls-polls-event,Speech
555905,477679-1,"Senator Kamala Harris Campaigns in Gwinnett County, Georgia","In the last weekend before Election Day 2020, Democratic vice presidential nominee Senator Kamala Harris (D-CA) spoke at a Biden campaign rally in Gwinnett County, Georgia. She talked about Joe Biden&rsquo;s legislative priorities, including social justice, policing reform, tax reform, and climate change.",2020-11-01,https://www.c-span.org/video/?477679-1/senator-kamala-harris-campaigns-gwinnett-county-georgia,Speech
555924,477691-1,Senator Kamala Harris Holds Drive-In Rally in Pennsylvania's Lehigh Valley,2020 Democratic vice presidential nomninee Senator Kamala Harris (D-CA) spoke at a drive-in Biden Campaign rally in Pennsylvania&rsquo;s Lehigh Valley.,2020-11-02,https://www.c-span.org/video/?477691-1/senator-kamala-harris-holds-drive-rally-pennsylvanias-lehigh-valley,Speech
555925,477692-1,John Legend and Senator Kamala Harris at Biden Campaign Rally in Philadelphia,2020 vice presidential nominee Senator Kamala Harris (D-CA) and singer John Legend spoke at a drive-in Biden campaign drive-in in Philadelphia.,2020-11-02,https://www.c-span.org/video/?477692-1/john-legend-senator-kamala-harris-biden-campaign-rally-philadelphia,Speech
555937,477700-1,Joe Biden Drive-In Rally in Pittsburgh with Lady Gaga,"On the eve of the 2020 election, Democratic presidential nominee Joe Biden made a final pitch to voters at a drive-in rally in Pittsburgh. The former vice president strongly criticized the Trump administration over a range of issues, including its coronavirus pandemic response, record on the economy, foreign policy, and handling of protests in response to police brutality and racial injustice. Mr. Biden talked about his plans if elected president and promised to heal a divided nation. Lady Gaga spoke to and performed for attendees before Mr. Biden&rsquo;s speech.",2020-11-02,https://www.c-span.org/video/?477700-1/joe-biden-drive-rally-pittsburgh-lady-gaga,Speech
555940,477703-1,Joe Biden Remarks Canvas Kick Off Event Near Pittsburgh,"2020 Democratic presidential nominee Joe Biden spoke at a canvass kick-off event for campaign volunteers working in the suburbs northwest of Pittsburgh. The former vice president spoke about his support for unions and the lack of leadership from President Trump, and he encouraged Pennsylvanians to vote. He also brought some of his grandchildren on stage.",2020-11-02,https://www.c-span.org/video/?477703-1/joe-biden-remarks-canvas-kick-event-pittsburgh,Speech
555939,477702-1,Joe Biden Campaigns in Cleveland,2020 Democratic presidential nominee Joe Biden campaigned in Cleveland on the eve of Election Day.,2020-11-02,https://www.c-span.org/video/?477702-1/joe-biden-campaigns-cleveland,Speech
555936,477699-1,Joe Biden Drive-In Campaign Rally in Pittsburgh,2020 Democratic presidential nominee Joe Biden spoke at a drive-in rally focused on encouraging Black voters to make it to the polls.,2020-11-02,https://www.c-span.org/video/?477699-1/joe-biden-drive-campaign-rally-pittsburgh,Speech
555915,477682-1,Joe Biden Remarks on Election Status,"Former Vice President Joe Biden, the 2020 Democratic presidential nominee, delivered remarks from the Chase Center in Wilmington, Delaware, on election night. Although the election had not been called, he said he remained optimistic the results would be in his favor. During his brief remarks, he thanked his staff, volunteers, and all his supporters across the country.",2020-11-03,https://www.c-span.org/video/?477682-1/joe-biden-remarks-election-status,Speech
556263,477893-1,Joe Biden National Address on the 2020 Presidential Election Results,"2020 Democratic presidential nominee Joe Biden addressed the country from Wilmington, Delaware, as vote counts continued in key battleground states, including Pennsylvania, Georgia, and Nevada. Joined on stage by his running mate, Senator Kamala Harris (D-CA), Mr. Biden acknowledged that &ldquo;there is no final declaration of victory,&rdquo; but added, &ldquo;the numbers tell us a clear and convincing story, we&rsquo;re going to win this race.&rdquo;",2020-11-06,https://www.c-span.org/video/?477893-1/joe-biden-national-address-2020-presidential-election-results,Speech
556292,477916-1,Joe Biden and Kamala Harris Victory Speeches,"President-elect Joe Biden and Vice President-elect Kamala Harris addressed the nation from Wilmington, Delaware, after being declared the winners of the 2020 presidential election. President-elect Biden said the American people have &ldquo;delivered us a clear victory,&rdquo; and he urged that &ldquo;this grim era of demonization in America begin to end here and now.&rdquo; He also addressed supporters of President Trump, saying he understands their disappointment but that it was &ldquo;time to put away the harsh rhetoric, lower the temperature, see each other again, listen to each other again, and to make progress, we have to stop treating our opponents as our enemies. They are not enemies. We are Americans.&rdquo; Vice President-elect Harris in her remarks thanked the American people and acknowledged the women who paved the way before her, &ldquo;including the black women who are often, too often, overlooked,&rdquo; saying &ldquo;they are the backbone of our democracy.&rdquo;",2020-11-07,https://www.c-span.org/video/?477916-1/joe-biden-kamala-harris-victory-speeches,Speech
587138,507692-1,President-elect Biden Remarks at Rally for Georgia U.S. Senate Candidates,"President-elect Joe Biden spoke at a campaign event for Democrats Jon Ossoff and Reverend Rafael Warnock. The candidates were running against Republican Senators David Perdue and Kelly Loeffler on January 5, 2021, in Georgia&rsquo;s two U.S. Senate runoff elections that would determine majority control of the U.S. Senate. President-Elect Biden talked about the importance of Georgians getting out to vote.",2021-01-04,https://www.c-span.org/video/?507692-1/president-elect-biden-remarks-rally-georgia-us-senate-candidates,Speech
